Дата_заявки,Планируемая_дата_отправления,Количество_контейнеров,Тип_контейнера,Локация_отправления,Локация_назначения
2007-05-04,2007-05-07,6,20,Владивосток,Санкт-Петербург
2007-05-04,2007-05-06,7,40,Санкт-Петербург,Москва
2007-05-04,2007-05-10,4,20,Москва,Владивосток
2007-05-05,2007-05-06,6,40,Владивосток,Санкт-Петербург
2007-05-05,2007-05-09,7,40,Санкт-Петербург,Москва
2007-05-05,2007-05-10,2,40,Владивосток,Санкт-Петербург
2007-05-05,2007-05-07,6,40,Владивосток,Санкт-Петербург
2007-05-05,2007-05-09,7,20,Владивосток,Москва
2007-05-05,2007-05-06,7,20,Владивосток,Москва
2007-05-05,2007-05-10,4,20,Санкт-Петербург,Владивосток
2007-05-06,2007-05-11,6,40,Владивосток,Москва
2007-05-06,2007-05-10,4,20,Москва,Владивосток
2007-05-06,2007-05-12,4,20,Владивосток,Москва
2007-05-07,2007-05-10,6,40,Москва,Санкт-Петербург
2007-05-07,2007-05-10,7,40,Москва,Санкт-Петербург
2007-05-07,2007-05-11,7,20,Санкт-Петербург,Владивосток
2007-05-07,2007-05-09,2,40,Москва,Санкт-Петербург
2007-05-08,2007-05-13,6,20,Владивосток,Санкт-Петербург
2007-05-09,2007-05-13,6,40,Владивосток,Москва
2007-05-09,2007-05-16,2,20,Москва,Санкт-Петербург
2007-05-10,2007-05-13,6,20,Москва,Владивосток
2007-05-10,2007-05-17,6,20,Москва,Владивосток
2007-05-10,2007-05-17,7,20,Москва,Санкт-Петербург
2007-05-10,2007-05-14,4,40,Санкт-Петербург,Владивосток
2007-05-10,2007-05-17,4,40,Санкт-Петербург,Москва
2007-05-10,2007-05-11,7,20,Санкт-Петербург,Владивосток
2007-05-11,2007-05-13,2,20,Москва,Санкт-Петербург
2007-05-11,2007-05-16,2,20,Москва,Санкт-Петербург
2007-05-11,2007-05-17,6,40,Владивосток,Санкт-Петербург
2007-05-11,2007-05-18,3,20,Владивосток,Москва
2007-05-11,2007-05-14,4,20,Владивосток,Санкт-Петербург
2007-05-12,2007-05-19,3,20,Москва,Санкт-Петербург
2007-05-13,2007-05-19,2,40,Санкт-Петербург,Владивосток
2007-05-13,2007-05-18,3,40,Владивосток,Санкт-Петербург
2007-05-14,2007-05-21,3,40,Санкт-Петербург,Москва
2007-05-14,2007-05-16,6,20,Владивосток,Москва
2007-05-14,2007-05-17,2,20,Москва,Владивосток
2007-05-15,2007-05-20,3,40,Москва,Санкт-Петербург
2007-05-15,2007-05-22,3,20,Владивосток,Москва
2007-05-15,2007-05-19,7,20,Санкт-Петербург,Москва
2007-05-16,2007-05-18,4,40,Владивосток,Санкт-Петербург
2007-05-17,2007-05-18,6,20,Москва,Санкт-Петербург
2007-05-17,2007-05-18,2,20,Москва,Владивосток
2007-05-17,2007-05-19,7,40,Владивосток,Санкт-Петербург
2007-05-17,2007-05-18,3,20,Владивосток,Москва
2007-05-18,2007-05-22,4,40,Владивосток,Санкт-Петербург
2007-05-18,2007-05-22,6,40,Владивосток,Москва
2007-05-18,2007-05-24,7,40,Москва,Санкт-Петербург
2007-05-19,2007-05-22,2,20,Москва,Санкт-Петербург
2007-05-19,2007-05-20,3,40,Москва,Владивосток
2007-05-20,2007-05-24,3,20,Москва,Санкт-Петербург
2007-05-20,2007-05-24,4,40,Санкт-Петербург,Москва
2007-05-20,2007-05-22,4,40,Москва,Санкт-Петербург
2007-05-20,2007-05-23,3,40,Москва,Санкт-Петербург
2007-05-21,2007-05-22,2,40,Санкт-Петербург,Москва
2007-05-21,2007-05-28,3,40,Владивосток,Санкт-Петербург
2007-05-22,2007-05-25,6,20,Москва,Санкт-Петербург
2007-05-22,2007-05-25,4,40,Санкт-Петербург,Владивосток
2007-05-22,2007-05-25,4,40,Владивосток,Москва
2007-05-23,2007-05-30,3,20,Москва,Владивосток
2007-05-24,2007-05-26,7,40,Москва,Владивосток
2007-05-24,2007-05-25,6,40,Владивосток,Москва
2007-05-24,2007-05-27,6,40,Санкт-Петербург,Москва
2007-05-24,2007-05-31,4,20,Владивосток,Санкт-Петербург
2007-05-24,2007-05-29,3,20,Москва,Санкт-Петербург
2007-05-24,2007-05-27,3,40,Владивосток,Москва
2007-05-25,2007-05-31,2,40,Санкт-Петербург,Москва
2007-05-25,2007-05-29,4,20,Санкт-Петербург,Владивосток
2007-05-26,2007-05-28,3,20,Владивосток,Москва
2007-05-27,2007-06-01,2,20,Санкт-Петербург,Москва
2007-05-27,2007-05-31,3,20,Санкт-Петербург,Москва
2007-05-27,2007-06-02,7,40,Владивосток,Санкт-Петербург
2007-05-28,2007-06-02,6,20,Санкт-Петербург,Владивосток
2007-05-29,2007-06-03,6,40,Санкт-Петербург,Москва
2007-05-30,2007-06-03,2,20,Владивосток,Санкт-Петербург
2007-05-30,2007-06-03,3,20,Санкт-Петербург,Москва
2007-05-30,2007-05-31,4,40,Москва,Санкт-Петербург
2007-05-30,2007-06-02,6,40,Москва,Владивосток
2007-05-30,2007-06-01,6,40,Владивосток,Москва
2007-05-31,2007-06-03,7,40,Владивосток,Москва
2007-05-31,2007-06-05,4,40,Владивосток,Санкт-Петербург
2007-05-31,2007-06-01,2,40,Санкт-Петербург,Владивосток
2007-06-01,2007-06-04,2,20,Москва,Владивосток
2007-06-01,2007-06-03,7,40,Санкт-Петербург,Владивосток
2007-06-01,2007-06-04,5,40,Владивосток,Санкт-Петербург
2007-06-02,2007-06-07,7,20,Санкт-Петербург,Москва
2007-06-03,2007-06-07,3,40,Владивосток,Москва
2007-06-03,2007-06-04,5,20,Москва,Санкт-Петербург
2007-06-03,2007-06-09,7,20,Санкт-Петербург,Москва
2007-06-04,2007-06-06,3,20,Санкт-Петербург,Москва
2007-06-04,2007-06-11,3,20,Москва,Владивосток
2007-06-05,2007-06-07,5,20,Москва,Санкт-Петербург
2007-06-05,2007-06-08,7,40,Санкт-Петербург,Москва
2007-06-06,2007-06-09,6,40,Санкт-Петербург,Москва
2007-06-06,2007-06-09,5,20,Санкт-Петербург,Владивосток
2007-06-06,2007-06-08,3,40,Москва,Владивосток
2007-06-07,2007-06-08,6,20,Москва,Владивосток
2007-06-07,2007-06-12,2,40,Санкт-Петербург,Москва
2007-06-08,2007-06-14,6,20,Москва,Владивосток
2007-06-08,2007-06-11,3,40,Москва,Владивосток
2007-06-09,2007-06-13,6,40,Москва,Владивосток
2007-06-09,2007-06-11,7,20,Санкт-Петербург,Владивосток
2007-06-09,2007-06-10,2,20,Москва,Владивосток
2007-06-10,2007-06-14,3,20,Санкт-Петербург,Владивосток
2007-06-10,2007-06-17,2,40,Владивосток,Москва
2007-06-12,2007-06-16,3,20,Москва,Санкт-Петербург
2007-06-13,2007-06-16,7,40,Владивосток,Москва
2007-06-13,2007-06-19,5,20,Москва,Владивосток
2007-06-13,2007-06-14,6,40,Москва,Владивосток
2007-06-13,2007-06-17,3,20,Москва,Владивосток
2007-06-15,2007-06-21,7,40,Санкт-Петербург,Владивосток
2007-06-15,2007-06-18,7,40,Владивосток,Санкт-Петербург
2007-06-15,2007-06-18,7,40,Санкт-Петербург,Москва
2007-06-15,2007-06-19,7,40,Санкт-Петербург,Владивосток
2007-06-15,2007-06-16,3,20,Владивосток,Москва
2007-06-16,2007-06-22,6,40,Владивосток,Санкт-Петербург
2007-06-17,2007-06-23,7,40,Владивосток,Москва
2007-06-18,2007-06-25,5,20,Владивосток,Москва
2007-06-18,2007-06-19,6,40,Москва,Владивосток
2007-06-19,2007-06-21,3,40,Санкт-Петербург,Владивосток
2007-06-21,2007-06-28,3,20,Санкт-Петербург,Владивосток
2007-06-21,2007-06-22,5,20,Санкт-Петербург,Москва
2007-06-21,2007-06-22,3,40,Санкт-Петербург,Москва
2007-06-21,2007-06-28,7,20,Санкт-Петербург,Владивосток
2007-06-21,2007-06-22,7,40,Владивосток,Санкт-Петербург
2007-06-22,2007-06-26,6,40,Москва,Санкт-Петербург
2007-06-22,2007-06-28,6,20,Москва,Владивосток
2007-06-23,2007-06-26,3,40,Москва,Владивосток
2007-06-23,2007-06-28,3,40,Владивосток,Москва
2007-06-24,2007-06-28,5,20,Владивосток,Москва
2007-06-24,2007-06-29,6,20,Владивосток,Москва
2007-06-24,2007-06-27,3,40,Санкт-Петербург,Владивосток
2007-06-24,2007-06-27,2,20,Владивосток,Санкт-Петербург
2007-06-25,2007-07-02,2,20,Владивосток,Санкт-Петербург
2007-06-25,2007-06-29,2,40,Москва,Санкт-Петербург
2007-06-25,2007-06-29,5,20,Санкт-Петербург,Москва
2007-06-25,2007-07-02,6,20,Владивосток,Санкт-Петербург
2007-06-26,2007-06-30,7,20,Санкт-Петербург,Владивосток
2007-06-26,2007-07-03,3,40,Санкт-Петербург,Владивосток
2007-06-26,2007-07-02,2,20,Санкт-Петербург,Москва
2007-06-26,2007-07-01,2,20,Владивосток,Москва
2007-06-26,2007-07-02,2,40,Москва,Владивосток
2007-06-27,2007-07-01,6,40,Владивосток,Москва
2007-06-27,2007-07-01,7,40,Москва,Санкт-Петербург
2007-06-27,2007-07-02,2,40,Владивосток,Москва
2007-06-28,2007-06-29,6,20,Владивосток,Москва
2007-06-29,2007-07-01,6,40,Москва,Санкт-Петербург
2007-06-29,2007-06-30,7,40,Владивосток,Санкт-Петербург
2007-06-30,2007-07-03,7,40,Владивосток,Санкт-Петербург
2007-06-30,2007-07-04,6,40,Санкт-Петербург,Владивосток
2007-07-01,2007-07-03,2,20,Санкт-Петербург,Москва
2007-07-01,2007-07-02,6,20,Санкт-Петербург,Москва
2007-07-01,2007-07-03,8,40,Москва,Владивосток
2007-07-02,2007-07-08,5,40,Владивосток,Москва
2007-07-03,2007-07-07,5,20,Владивосток,Москва
2007-07-03,2007-07-07,8,40,Санкт-Петербург,Москва
2007-07-03,2007-07-05,5,20,Владивосток,Москва
2007-07-03,2007-07-05,2,40,Москва,Владивосток
2007-07-04,2007-07-09,5,20,Москва,Владивосток
2007-07-04,2007-07-09,5,20,Владивосток,Москва
2007-07-04,2007-07-10,8,20,Санкт-Петербург,Москва
2007-07-04,2007-07-09,5,40,Владивосток,Москва
2007-07-05,2007-07-11,2,20,Москва,Владивосток
2007-07-05,2007-07-07,6,20,Санкт-Петербург,Москва
2007-07-05,2007-07-12,2,20,Москва,Владивосток
2007-07-05,2007-07-12,8,40,Москва,Санкт-Петербург
2007-07-06,2007-07-08,8,20,Владивосток,Санкт-Петербург
2007-07-06,2007-07-09,5,40,Санкт-Петербург,Москва
2007-07-06,2007-07-08,8,40,Владивосток,Санкт-Петербург
2007-07-07,2007-07-08,8,40,Москва,Санкт-Петербург
2007-07-07,2007-07-11,6,20,Москва,Владивосток
2007-07-07,2007-07-12,8,20,Москва,Санкт-Петербург
2007-07-09,2007-07-13,3,20,Владивосток,Санкт-Петербург
2007-07-09,2007-07-12,5,20,Владивосток,Санкт-Петербург
2007-07-09,2007-07-14,3,20,Владивосток,Москва
2007-07-09,2007-07-16,2,40,Москва,Владивосток
2007-07-10,2007-07-14,2,20,Москва,Санкт-Петербург
2007-07-11,2007-07-15,5,20,Владивосток,Москва
2007-07-12,2007-07-18,5,20,Санкт-Петербург,Владивосток
2007-07-13,2007-07-14,8,40,Санкт-Петербург,Владивосток
2007-07-14,2007-07-21,5,40,Москва,Санкт-Петербург
2007-07-14,2007-07-17,2,40,Санкт-Петербург,Владивосток
2007-07-14,2007-07-17,3,20,Владивосток,Санкт-Петербург
2007-07-14,2007-07-18,8,40,Санкт-Петербург,Москва
2007-07-14,2007-07-15,8,40,Владивосток,Санкт-Петербург
2007-07-15,2007-07-22,6,20,Владивосток,Москва
2007-07-15,2007-07-20,8,40,Санкт-Петербург,Москва
2007-07-15,2007-07-21,2,20,Москва,Владивосток
2007-07-17,2007-07-18,3,40,Москва,Владивосток
2007-07-17,2007-07-19,5,20,Владивосток,Санкт-Петербург
2007-07-18,2007-07-23,6,20,Владивосток,Санкт-Петербург
2007-07-18,2007-07-23,8,40,Москва,Санкт-Петербург
2007-07-18,2007-07-24,8,40,Владивосток,Санкт-Петербург
2007-07-19,2007-07-24,3,40,Владивосток,Москва
2007-07-19,2007-07-24,6,20,Москва,Владивосток
2007-07-19,2007-07-26,2,20,Санкт-Петербург,Владивосток
2007-07-19,2007-07-26,2,40,Москва,Санкт-Петербург
2007-07-20,2007-07-25,5,40,Москва,Владивосток
2007-07-20,2007-07-22,6,40,Москва,Владивосток
2007-07-20,2007-07-26,8,20,Санкт-Петербург,Москва
2007-07-20,2007-07-26,3,40,Владивосток,Москва
2007-07-21,2007-07-22,2,20,Владивосток,Санкт-Петербург
2007-07-21,2007-07-26,5,20,Москва,Санкт-Петербург
2007-07-21,2007-07-27,6,40,Москва,Санкт-Петербург
2007-07-21,2007-07-27,6,40,Москва,Владивосток
2007-07-22,2007-07-28,3,40,Москва,Владивосток
2007-07-22,2007-07-27,2,40,Владивосток,Москва
2007-07-23,2007-07-28,8,40,Санкт-Петербург,Владивосток
2007-07-23,2007-07-29,2,20,Санкт-Петербург,Владивосток
2007-07-23,2007-07-29,3,40,Москва,Санкт-Петербург
2007-07-23,2007-07-30,8,20,Москва,Санкт-Петербург
2007-07-23,2007-07-26,6,20,Москва,Санкт-Петербург
2007-07-24,2007-07-28,2,20,Санкт-Петербург,Москва
2007-07-24,2007-07-27,5,20,Владивосток,Москва
2007-07-24,2007-07-26,3,40,Москва,Санкт-Петербург
2007-07-25,2007-07-31,8,40,Москва,Владивосток
2007-07-25,2007-07-26,8,20,Москва,Санкт-Петербург
2007-07-26,2007-08-02,8,20,Владивосток,Санкт-Петербург
2007-07-26,2007-08-01,3,20,Санкт-Петербург,Москва
2007-07-26,2007-07-29,2,40,Москва,Владивосток
2007-07-26,2007-08-02,3,40,Санкт-Петербург,Владивосток
2007-07-27,2007-07-29,3,40,Москва,Владивосток
2007-07-27,2007-08-03,8,20,Москва,Санкт-Петербург
2007-07-27,2007-07-28,8,20,Москва,Санкт-Петербург
2007-07-27,2007-07-28,8,20,Владивосток,Москва
2007-07-28,2007-07-31,3,40,Москва,Владивосток
2007-07-28,2007-08-01,5,20,Санкт-Петербург,Владивосток
2007-07-28,2007-07-31,8,40,Владивосток,Москва
2007-07-28,2007-07-31,6,20,Санкт-Петербург,Владивосток
2007-07-29,2007-08-03,6,40,Владивосток,Санкт-Петербург
2007-07-29,2007-07-30,8,20,Санкт-Петербург,Москва
2007-07-29,2007-08-01,6,20,Санкт-Петербург,Владивосток
2007-07-30,2007-08-02,2,20,Владивосток,Москва
2007-07-30,2007-07-31,3,20,Санкт-Петербург,Москва
2007-07-30,2007-08-03,6,40,Санкт-Петербург,Москва
2007-07-30,2007-07-31,5,40,Москва,Владивосток
2007-08-01,2007-08-08,6,20,Владивосток,Москва
2007-08-01,2007-08-04,3,20,Москва,Санкт-Петербург
2007-08-02,2007-08-08,7,40,Санкт-Петербург,Москва
2007-08-02,2007-08-08,5,20,Москва,Владивосток
2007-08-02,2007-08-07,7,20,Москва,Владивосток
2007-08-03,2007-08-08,5,20,Санкт-Петербург,Владивосток
2007-08-04,2007-08-08,2,20,Санкт-Петербург,Владивосток
2007-08-04,2007-08-11,3,20,Москва,Владивосток
2007-08-04,2007-08-10,6,20,Владивосток,Москва
2007-08-05,2007-08-12,6,20,Москва,Санкт-Петербург
2007-08-05,2007-08-07,7,20,Владивосток,Москва
2007-08-05,2007-08-08,7,40,Москва,Санкт-Петербург
2007-08-07,2007-08-14,5,20,Владивосток,Москва
2007-08-08,2007-08-12,3,40,Москва,Санкт-Петербург
2007-08-09,2007-08-16,3,40,Москва,Владивосток
2007-08-09,2007-08-10,7,20,Владивосток,Москва
2007-08-09,2007-08-12,6,40,Москва,Санкт-Петербург
2007-08-10,2007-08-12,3,20,Москва,Санкт-Петербург
2007-08-11,2007-08-12,6,20,Санкт-Петербург,Владивосток
2007-08-13,2007-08-14,7,40,Москва,Владивосток
2007-08-13,2007-08-16,2,20,Москва,Владивосток
2007-08-13,2007-08-15,2,40,Санкт-Петербург,Москва
2007-08-14,2007-08-18,7,40,Санкт-Петербург,Москва
2007-08-14,2007-08-21,6,20,Санкт-Петербург,Владивосток
2007-08-14,2007-08-19,3,40,Санкт-Петербург,Владивосток
2007-08-14,2007-08-17,3,20,Владивосток,Санкт-Петербург
2007-08-14,2007-08-15,2,20,Владивосток,Москва
2007-08-15,2007-08-16,6,40,Владивосток,Санкт-Петербург
2007-08-15,2007-08-18,5,20,Санкт-Петербург,Москва
2007-08-15,2007-08-20,5,40,Владивосток,Москва
2007-08-15,2007-08-21,5,40,Санкт-Петербург,Владивосток
2007-08-15,2007-08-16,6,40,Санкт-Петербург,Владивосток
2007-08-16,2007-08-18,5,40,Владивосток,Москва
2007-08-16,2007-08-22,5,40,Владивосток,Санкт-Петербург
2007-08-16,2007-08-17,6,40,Санкт-Петербург,Москва
2007-08-16,2007-08-21,6,20,Владивосток,Москва
2007-08-16,2007-08-23,6,40,Москва,Владивосток
2007-08-16,2007-08-19,3,40,Москва,Санкт-Петербург
2007-08-17,2007-08-24,3,40,Владивосток,Москва
2007-08-17,2007-08-22,3,20,Санкт-Петербург,Владивосток
2007-08-18,2007-08-22,3,20,Москва,Санкт-Петербург
2007-08-18,2007-08-22,6,40,Владивосток,Москва
2007-08-18,2007-08-20,5,20,Владивосток,Москва
2007-08-18,2007-08-19,5,40,Владивосток,Санкт-Петербург
2007-08-18,2007-08-24,6,20,Владивосток,Москва
2007-08-19,2007-08-26,6,20,Москва,Владивосток
2007-08-19,2007-08-25,6,40,Владивосток,Санкт-Петербург
2007-08-20,2007-08-21,2,40,Санкт-Петербург,Владивосток
2007-08-20,2007-08-27,5,20,Владивосток,Санкт-Петербург
2007-08-20,2007-08-21,7,40,Санкт-Петербург,Москва
2007-08-20,2007-08-27,2,40,Санкт-Петербург,Москва
2007-08-20,2007-08-25,3,40,Санкт-Петербург,Москва
2007-08-20,2007-08-26,5,40,Санкт-Петербург,Владивосток
2007-08-21,2007-08-24,2,20,Москва,Владивосток
2007-08-21,2007-08-28,2,40,Владивосток,Москва
2007-08-21,2007-08-27,2,40,Санкт-Петербург,Владивосток
2007-08-21,2007-08-23,6,40,Москва,Санкт-Петербург
2007-08-21,2007-08-28,5,40,Владивосток,Санкт-Петербург
2007-08-21,2007-08-25,2,20,Санкт-Петербург,Владивосток
2007-08-21,2007-08-24,5,40,Санкт-Петербург,Владивосток
2007-08-22,2007-08-28,6,20,Санкт-Петербург,Москва
2007-08-22,2007-08-23,6,40,Санкт-Петербург,Москва
2007-08-22,2007-08-27,7,20,Санкт-Петербург,Владивосток
2007-08-23,2007-08-24,5,40,Санкт-Петербург,Владивосток
2007-08-24,2007-08-27,5,40,Владивосток,Москва
2007-08-24,2007-08-28,7,40,Владивосток,Москва
2007-08-25,2007-08-31,6,40,Санкт-Петербург,Москва
2007-08-25,2007-08-26,7,20,Владивосток,Москва
2007-08-25,2007-08-29,7,40,Санкт-Петербург,Владивосток
2007-08-25,2007-09-01,5,40,Владивосток,Москва
2007-08-25,2007-08-31,2,20,Санкт-Петербург,Владивосток
2007-08-25,2007-08-26,2,20,Санкт-Петербург,Владивосток
2007-08-26,2007-08-29,2,40,Владивосток,Санкт-Петербург
2007-08-26,2007-08-27,7,20,Москва,Санкт-Петербург
2007-08-26,2007-08-29,6,40,Москва,Санкт-Петербург
2007-08-27,2007-09-02,5,40,Владивосток,Санкт-Петербург
2007-08-27,2007-09-03,7,20,Владивосток,Санкт-Петербург
2007-08-27,2007-08-28,2,40,Санкт-Петербург,Владивосток
2007-08-27,2007-09-03,3,40,Владивосток,Санкт-Петербург
2007-08-27,2007-09-01,2,40,Санкт-Петербург,Владивосток
2007-08-27,2007-09-03,6,20,Санкт-Петербург,Москва
2007-08-27,2007-08-30,7,20,Москва,Санкт-Петербург
2007-08-27,2007-08-30,5,40,Владивосток,Москва
2007-08-28,2007-08-29,2,20,Владивосток,Москва
2007-08-28,2007-09-01,6,20,Москва,Санкт-Петербург
2007-08-28,2007-09-02,2,40,Санкт-Петербург,Владивосток
2007-08-29,2007-08-31,5,40,Владивосток,Москва
2007-08-29,2007-09-03,2,40,Владивосток,Санкт-Петербург
2007-08-29,2007-09-05,7,40,Москва,Санкт-Петербург
2007-08-30,2007-09-04,6,40,Санкт-Петербург,Москва
2007-08-31,2007-09-03,2,40,Санкт-Петербург,Москва
2007-09-01,2007-09-06,2,20,Санкт-Петербург,Владивосток
2007-09-01,2007-09-04,3,20,Владивосток,Москва
2007-09-01,2007-09-04,4,40,Москва,Владивосток
2007-09-01,2007-09-04,2,40,Владивосток,Москва
2007-09-02,2007-09-03,6,20,Санкт-Петербург,Владивосток
2007-09-02,2007-09-07,2,20,Санкт-Петербург,Москва
2007-09-02,2007-09-07,2,20,Владивосток,Санкт-Петербург
2007-09-02,2007-09-07,5,20,Владивосток,Санкт-Петербург
2007-09-03,2007-09-09,2,20,Владивосток,Санкт-Петербург
2007-09-03,2007-09-10,6,20,Владивосток,Москва
2007-09-04,2007-09-10,5,40,Санкт-Петербург,Москва
2007-09-04,2007-09-08,3,20,Москва,Санкт-Петербург
2007-09-04,2007-09-10,3,20,Санкт-Петербург,Москва
2007-09-05,2007-09-10,4,20,Санкт-Петербург,Москва
2007-09-05,2007-09-06,4,40,Санкт-Петербург,Владивосток
2007-09-05,2007-09-07,2,20,Москва,Санкт-Петербург
2007-09-05,2007-09-08,6,20,Москва,Санкт-Петербург
2007-09-05,2007-09-06,2,40,Москва,Владивосток
2007-09-05,2007-09-08,4,20,Владивосток,Москва
2007-09-06,2007-09-07,2,20,Санкт-Петербург,Владивосток
2007-09-06,2007-09-09,5,20,Санкт-Петербург,Москва
2007-09-07,2007-09-08,6,40,Санкт-Петербург,Москва
2007-09-09,2007-09-11,2,40,Москва,Владивосток
2007-09-10,2007-09-16,5,40,Санкт-Петербург,Владивосток
2007-09-11,2007-09-17,3,20,Санкт-Петербург,Владивосток
2007-09-11,2007-09-12,3,20,Москва,Санкт-Петербург
2007-09-11,2007-09-15,2,40,Москва,Санкт-Петербург
2007-09-11,2007-09-17,5,20,Москва,Санкт-Петербург
2007-09-12,2007-09-18,3,20,Москва,Санкт-Петербург
2007-09-12,2007-09-18,4,20,Владивосток,Москва
2007-09-13,2007-09-15,5,20,Москва,Владивосток
2007-09-13,2007-09-17,3,20,Москва,Санкт-Петербург
2007-09-14,2007-09-17,5,40,Москва,Владивосток
2007-09-14,2007-09-20,4,40,Санкт-Петербург,Москва
2007-09-14,2007-09-15,5,40,Москва,Санкт-Петербург
2007-09-14,2007-09-16,5,40,Владивосток,Санкт-Петербург
2007-09-15,2007-09-19,5,20,Владивосток,Санкт-Петербург
2007-09-15,2007-09-21,2,40,Москва,Владивосток
2007-09-15,2007-09-18,6,20,Владивосток,Санкт-Петербург
2007-09-16,2007-09-18,6,40,Владивосток,Санкт-Петербург
2007-09-16,2007-09-23,6,20,Владивосток,Санкт-Петербург
2007-09-16,2007-09-17,2,40,Москва,Санкт-Петербург
2007-09-16,2007-09-23,3,20,Владивосток,Санкт-Петербург
2007-09-16,2007-09-21,3,40,Москва,Санкт-Петербург
2007-09-17,2007-09-22,5,20,Санкт-Петербург,Владивосток
2007-09-18,2007-09-25,6,40,Москва,Санкт-Петербург
2007-09-19,2007-09-21,4,20,Санкт-Петербург,Москва
2007-09-19,2007-09-20,4,20,Санкт-Петербург,Москва
2007-09-19,2007-09-20,2,20,Москва,Владивосток
2007-09-20,2007-09-27,6,20,Владивосток,Санкт-Петербург
2007-09-20,2007-09-24,3,40,Санкт-Петербург,Владивосток
2007-09-20,2007-09-22,3,20,Москва,Владивосток
2007-09-20,2007-09-23,4,40,Санкт-Петербург,Москва
2007-09-20,2007-09-22,5,20,Владивосток,Москва
2007-09-20,2007-09-22,3,20,Санкт-Петербург,Москва
2007-09-21,2007-09-26,2,20,Владивосток,Москва
2007-09-21,2007-09-23,2,20,Владивосток,Москва
2007-09-21,2007-09-24,6,40,Санкт-Петербург,Владивосток
2007-09-21,2007-09-25,5,40,Санкт-Петербург,Владивосток
2007-09-22,2007-09-28,4,40,Владивосток,Москва
2007-09-22,2007-09-23,5,20,Санкт-Петербург,Владивосток
2007-09-23,2007-09-28,3,40,Санкт-Петербург,Москва
2007-09-23,2007-09-25,5,20,Москва,Владивосток
2007-09-23,2007-09-27,5,20,Санкт-Петербург,Москва
2007-09-23,2007-09-25,5,20,Санкт-Петербург,Москва
2007-09-23,2007-09-25,4,40,Владивосток,Санкт-Петербург
2007-09-24,2007-09-30,5,40,Москва,Санкт-Петербург
2007-09-24,2007-09-28,3,20,Санкт-Петербург,Москва
2007-09-25,2007-10-01,5,20,Владивосток,Санкт-Петербург
2007-09-25,2007-09-30,3,40,Владивосток,Санкт-Петербург
2007-09-26,2007-09-27,4,20,Москва,Санкт-Петербург
2007-09-26,2007-09-27,6,20,Москва,Владивосток
2007-09-26,2007-09-27,2,40,Владивосток,Москва
2007-09-26,2007-10-03,4,20,Санкт-Петербург,Москва
2007-09-26,2007-09-30,5,20,Санкт-Петербург,Владивосток
2007-09-27,2007-09-29,2,20,Санкт-Петербург,Москва
2007-09-27,2007-09-28,6,20,Москва,Санкт-Петербург
2007-09-28,2007-10-02,4,20,Москва,Владивосток
2007-09-28,2007-10-04,2,20,Владивосток,Москва
2007-09-28,2007-09-30,6,40,Владивосток,Москва
2007-09-30,2007-10-07,5,20,Санкт-Петербург,Владивосток
2007-09-30,2007-10-02,4,20,Владивосток,Санкт-Петербург
2007-10-01,2007-10-05,6,40,Санкт-Петербург,Москва
2007-10-01,2007-10-02,6,20,Владивосток,Москва
2007-10-01,2007-10-05,5,40,Владивосток,Москва
2007-10-02,2007-10-03,4,20,Санкт-Петербург,Москва
2007-10-02,2007-10-09,5,20,Москва,Владивосток
2007-10-02,2007-10-05,3,20,Москва,Владивосток
2007-10-02,2007-10-05,2,40,Санкт-Петербург,Москва
2007-10-02,2007-10-09,2,20,Владивосток,Санкт-Петербург
2007-10-02,2007-10-09,3,40,Санкт-Петербург,Владивосток
2007-10-03,2007-10-10,3,20,Москва,Санкт-Петербург
2007-10-03,2007-10-08,5,20,Москва,Владивосток
2007-10-03,2007-10-10,6,40,Санкт-Петербург,Москва
2007-10-03,2007-10-05,3,40,Владивосток,Москва
2007-10-04,2007-10-09,3,20,Санкт-Петербург,Москва
2007-10-04,2007-10-08,3,40,Санкт-Петербург,Москва
2007-10-04,2007-10-09,4,40,Владивосток,Москва
2007-10-04,2007-10-10,5,20,Владивосток,Москва
2007-10-05,2007-10-09,5,20,Москва,Владивосток
2007-10-05,2007-10-09,3,20,Санкт-Петербург,Москва
2007-10-05,2007-10-11,5,20,Санкт-Петербург,Москва
2007-10-06,2007-10-12,2,20,Санкт-Петербург,Владивосток
2007-10-06,2007-10-10,3,40,Москва,Санкт-Петербург
2007-10-06,2007-10-11,6,40,Владивосток,Москва
2007-10-06,2007-10-12,2,40,Москва,Владивосток
2007-10-07,2007-10-09,4,20,Владивосток,Санкт-Петербург
2007-10-07,2007-10-11,3,20,Санкт-Петербург,Владивосток
2007-10-08,2007-10-13,6,40,Санкт-Петербург,Москва
2007-10-08,2007-10-13,3,20,Санкт-Петербург,Москва
2007-10-08,2007-10-11,3,40,Владивосток,Москва
2007-10-09,2007-10-12,6,40,Владивосток,Санкт-Петербург
2007-10-09,2007-10-15,6,20,Владивосток,Санкт-Петербург
2007-10-09,2007-10-14,2,20,Москва,Владивосток
2007-10-09,2007-10-10,6,40,Владивосток,Москва
2007-10-10,2007-10-12,5,20,Санкт-Петербург,Владивосток
2007-10-10,2007-10-17,3,40,Москва,Санкт-Петербург
2007-10-10,2007-10-13,4,20,Владивосток,Москва
2007-10-10,2007-10-16,3,20,Владивосток,Москва
